mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
happy,0.046,0.562,0.939,0.0,0.112,-4.282,0.0475,116.044,0.684,4
happy,0.13,0.749,0.484,0.137,0.0486,-9.944,0.0484,167.084,0.939,4
happy,0.394,0.731,0.822,0.0,0.288,-5.305,0.0459,118.021,0.708,4
happy,0.533,0.683,0.719,1.84e-05,0.112,-4.568,0.0299,118.731,0.907,4
happy,0.0155,0.477,0.776,0.00314,0.203,-5.056,0.0349,131.004,0.429,4
happy,0.00305,0.578,0.936,0.687,0.47,-5.761,0.0364,131.268,0.659,4
happy,0.377,0.628,0.886,8.65e-06,0.186,-4.253,0.0485,123.942,0.694,4
happy,0.267,0.806,0.657,0.000182,0.224,-11.574,0.158,89.492,0.702,4
happy,0.137,0.697,0.824,0.00702,0.141,-6.328,0.111,158.023,0.599,4
happy,0.0754,0.837,0.592,0.000251,0.0671,-14.264,0.0671,125.686,0.836,4
happy,0.0393,0.736,0.813,1.64e-06,0.164,-4.296,0.0853,118.968,0.933,4
happy,0.732,0.566,0.811,0.638,0.596,-9.849,0.0435,127.944,0.961,4
happy,0.0776,0.597,0.93,0.000404,0.0566,-3.23,0.0477,119.788,0.693,4
happy,0.00706,0.561,0.849,0.0,0.0822,-5.544,0.0582,129.061,0.411,4
happy,0.0934,0.795,0.564,0.000531,0.0631,-10.482,0.0392,124.166,0.961,4
happy,0.053,0.774,0.91,9.67e-06,0.095,-2.456,0.0722,120.02,0.881,4
happy,0.0157,0.508,0.725,1.26e-06,0.0995,-10.795,0.0344,138.934,0.741,4
happy,0.0538,0.442,0.846,4.71e-06,0.282,-5.214,0.0764,128.235,0.622,4
happy,0.0634,0.561,0.846,0.0,0.193,-4.48,0.0867,116.168,0.75,4
happy,0.6,0.526,0.509,0.0,0.144,-10.893,0.0628,138.318,0.497,4
happy,0.000459,0.543,0.946,0.000259,0.108,-3.888,0.0391,116.515,0.221,4
happy,0.046,0.747,0.904,0.106,0.203,-2.623,0.0803,118.877,0.846,4
happy,0.0094,0.887,0.48,3.58e-05,0.0662,-11.994,0.117,95.846,0.607,4
happy,0.269,0.533,0.964,6.29e-05,0.0642,-4.712,0.0878,156.149,0.812,4
happy,0.000855,0.534,0.943,0.0264,0.0697,-5.898,0.0845,101.754,0.823,4
happy,0.00585,0.553,0.724,4.72e-05,0.366,-6.486,0.0359,128.024,0.383,4
happy,0.181,0.601,0.593,0.000441,0.121,-11.685,0.0257,97.784,0.902,4
happy,0.423,0.441,0.908,2.88e-06,0.325,-6.481,0.0425,147.597,0.808,4
happy,0.0383,0.704,0.845,2.03e-05,0.12,-9.516,0.0535,94.52,0.623,4
happy,0.27,0.674,0.794,2.47e-06,0.211,-7.361,0.0726,129.292,0.685,4
happy,0.41,0.652,0.742,0.052,0.323,-9.687,0.0501,106.096,0.736,4
happy,0.0229,0.709,0.768,0.0,0.417,-4.274,0.0324,103.036,0.869,4
happy,0.438,0.643,0.879,0.0,0.107,-3.602,0.0426,106.077,0.952,4
happy,0.164,0.683,0.659,0.0,0.248,-9.424,0.0412,109.952,0.919,4
happy,0.147,0.771,0.76,0.0,0.053,-5.459,0.0514,119.0,0.881,4
happy,0.126,0.777,0.725,0.0108,0.0917,-9.012,0.047,128.349,0.851,4
happy,0.0117,0.716,0.828,2.1e-06,0.301,-13.065,0.104,103.155,0.771,4
happy,0.865,0.456,0.184,0.864,0.137,-10.367,0.288,143.879,0.71,1
happy,0.753,0.713,0.639,0.0,0.0878,-5.529,0.0313,125.959,0.737,4
happy,0.0398,0.73,0.862,0.0,0.0818,-5.876,0.0313,104.018,0.77,4
happy,0.301,0.801,0.757,8.25e-06,0.0708,-7.13,0.0369,109.366,0.962,4
happy,0.259,0.721,0.811,0.0,0.0951,-6.871,0.0426,142.128,0.969,4
happy,0.0698,0.634,0.744,0.0,0.0465,-5.062,0.041,162.4,0.967,4
happy,0.0531,0.634,0.838,8.34e-06,0.0522,-5.363,0.0413,95.011,0.541,4
happy,0.654,0.585,0.284,0.888,0.109,-13.448,0.0466,83.981,0.0733,4
happy,0.179,0.73,0.858,1.54e-06,0.0611,-8.221,0.036,131.445,0.765,4
happy,0.0111,0.368,0.935,0.00201,0.0948,-3.204,0.0587,164.425,0.558,4
happy,0.111,0.82,0.528,0.0186,0.257,-11.179,0.0321,120.091,0.931,4
happy,0.00143,0.632,0.639,0.0,0.221,-5.938,0.0259,95.506,0.733,4
happy,0.16,0.588,0.568,0.0,0.0792,-9.766,0.0672,106.938,0.952,4
happy,0.147,0.718,0.658,0.0,0.183,-7.207,0.0665,108.105,0.806,4
happy,0.289,0.779,0.589,0.000535,0.331,-11.562,0.0893,92.308,0.815,4
happy,0.158,0.707,0.814,2.72e-06,0.106,-7.364,0.0367,132.062,0.922,4
happy,0.324,0.735,0.767,0.0,0.146,-6.536,0.116,106.132,0.833,4
happy,0.281,0.763,0.777,0.79,0.134,-6.932,0.0364,124.431,0.929,4
happy,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772,4
happy,0.00173,0.487,0.798,0.00548,0.106,-6.441,0.0313,144.997,0.391,4
happy,0.697,0.502,0.931,3.92e-06,0.281,-4.686,0.174,166.407,0.903,4
happy,0.0123,0.546,0.85,0.0,0.193,-4.315,0.0322,135.162,0.584,4
happy,0.488,0.712,0.775,0.0,0.7,-6.089,0.0572,134.902,0.917,4
happy,0.0985,0.556,0.895,1.67e-05,0.227,-5.093,0.0696,77.546,0.559,4
happy,0.129,0.69,0.834,0.0,0.136,-5.79,0.0566,127.43,0.738,4
happy,0.231,0.668,0.473,0.0,0.115,-15.402,0.0336,91.976,0.962,4
happy,0.000527,0.615,0.887,0.0,0.0667,-2.924,0.0453,119.0,0.877,4
happy,0.000457,0.624,0.878,0.0,0.0656,-2.934,0.0514,119.106,0.878,4
happy,0.0687,0.759,0.871,0.0,0.342,-7.034,0.0391,120.43,0.871,4
happy,0.0117,0.763,0.721,7.69e-06,0.0752,-6.767,0.0986,118.049,0.657,4
happy,0.207,0.709,0.824,0.000307,0.0888,-8.824,0.0453,118.814,0.867,4
happy,0.266,0.793,0.859,0.000356,0.133,-3.774,0.0332,129.912,0.964,4
happy,0.118,0.561,0.674,0.0,0.111,-4.882,0.0818,148.127,0.383,4
happy,0.00162,0.543,0.912,2.1e-06,0.0565,-10.71,0.0601,103.731,0.836,4
happy,0.414,0.705,0.847,3.21e-06,0.406,-2.588,0.0361,120.527,0.743,4
happy,0.0984,0.59,0.93,0.00332,0.786,-4.259,0.0374,119.923,0.954,4
happy,0.018,0.71,0.917,0.0,0.335,-3.385,0.0287,108.031,0.83,4
happy,0.672,0.669,0.479,0.0,0.11,-8.849,0.0442,143.159,0.679,4
happy,0.0982,0.565,0.912,0.0,0.0839,-4.036,0.056,84.49,0.881,4
happy,0.29,0.639,0.548,9.68e-05,0.366,-13.534,0.0394,98.359,0.887,4
happy,0.0696,0.675,0.899,0.000139,0.33,-6.124,0.0418,103.683,0.91,4
happy,8.74e-05,0.438,0.94,0.0777,0.3,-3.249,0.0452,100.99,0.421,3
happy,0.0719,0.594,0.927,5e-05,0.079,-2.691,0.0675,173.927,0.648,4
happy,0.175,0.76,0.714,0.0,0.0778,-7.134,0.0274,110.007,0.774,4
happy,0.274,0.874,0.793,0.000219,0.123,-7.979,0.0945,102.938,0.791,4
happy,0.103,0.523,0.76,0.00068,0.0666,-12.437,0.0325,94.267,0.581,4
happy,0.72,0.573,0.837,3.24e-05,0.242,-10.224,0.0977,157.138,0.929,4
happy,0.0201,0.682,0.681,0.0162,0.101,-5.435,0.0291,111.037,0.577,4
happy,0.0238,0.63,0.908,0.592,0.116,-2.42,0.0326,120.522,0.968,4
happy,0.0559,0.532,0.795,0.0,0.295,-3.979,0.0358,143.837,0.78,4
happy,0.000665,0.55,0.753,7.74e-06,0.0921,-4.003,0.0407,139.048,0.841,4
happy,0.264,0.701,0.595,0.00421,0.449,-6.484,0.0447,109.991,0.115,4
happy,0.177,0.767,0.895,0.0253,0.0683,-3.633,0.0871,114.789,0.884,4
happy,0.000479,0.467,0.958,0.199,0.299,-4.808,0.0775,145.92,0.701,4
happy,0.312,0.752,0.694,0.0348,0.0577,-5.385,0.062,167.263,0.869,4
happy,0.201,0.832,0.544,0.000139,0.632,-12.697,0.0442,119.49,0.928,4
happy,0.0551,0.712,0.636,0.0,0.0868,-11.542,0.0454,124.669,0.9,4
happy,0.617,0.408,0.313,1.18e-05,0.115,-18.09,0.137,170.013,0.725,4
happy,0.609,0.598,0.66,0.0,0.154,-8.948,0.151,165.92,0.938,4
happy,0.164,0.535,0.678,0.0,0.0883,-7.809,0.0437,160.938,0.944,4
happy,0.224,0.61,0.889,2.6e-05,0.0529,-6.566,0.0905,115.1,0.491,4
happy,0.114,0.5,0.681,4.01e-05,0.139,-9.556,0.0672,119.46,0.745,4
happy,0.32,0.388,0.63,0.0,0.0738,-6.292,0.0453,145.931,0.774,4
happy,0.457,0.77,0.774,0.0,0.0752,-2.709,0.0445,119.471,0.943,4
happy,0.0849,0.652,0.748,0.0,0.604,-5.242,0.0887,94.1,0.652,4
happy,0.723,0.521,0.516,0.0,0.257,-7.456,0.0369,136.483,0.569,4
happy,0.0155,0.719,0.599,0.00896,0.0526,-5.991,0.0453,119.971,0.429,4
happy,0.202,0.533,0.638,0.0,0.0729,-7.13,0.0341,156.663,0.937,4
happy,0.14,0.377,0.988,0.658,0.0483,-1.568,0.107,88.352,0.489,4
happy,0.0623,0.646,0.88,0.157,0.355,-7.753,0.0637,116.916,0.802,4
happy,0.217,0.806,0.513,0.0,0.217,-6.208,0.0685,124.988,0.503,4
happy,0.197,0.676,0.786,0.0,0.0943,-4.529,0.0478,125.983,0.483,4
happy,0.0863,0.667,0.827,0.0,0.0565,-5.631,0.0368,107.95,0.573,4
happy,0.181,0.686,0.538,3.13e-06,0.113,-8.026,0.0345,115.884,0.584,4
happy,0.198,0.794,0.706,0.0,0.0536,-6.066,0.0382,116.032,0.908,4
happy,0.274,0.558,0.877,0.0,0.162,-3.392,0.145,99.988,0.762,4
happy,0.135,0.694,0.574,0.0,0.184,-6.247,0.0281,92.033,0.471,4
happy,0.0931,0.733,0.786,0.0013,0.1,-7.494,0.0422,102.999,0.786,4
happy,0.27,0.659,0.617,0.0,0.187,-5.862,0.0649,119.858,0.187,4
happy,0.114,0.732,0.85,2.02e-06,0.0388,-5.999,0.0444,124.024,0.372,4
happy,0.198,0.747,0.537,1.26e-05,0.18,-5.76,0.0413,97.056,0.453,4
happy,0.0132,0.521,0.877,0.0806,0.0929,-5.444,0.0683,180.007,0.199,4
happy,0.949,0.498,0.478,0.371,0.286,-10.629,0.0441,84.385,0.24,4
happy,0.131,0.333,0.637,1.8e-05,0.149,-4.904,0.0581,139.898,0.132,4
happy,0.196,0.673,0.704,0.0,0.0898,-8.056,0.36,86.919,0.372,4
happy,0.0783,0.761,0.695,0.0,0.14,-4.048,0.0886,118.004,0.69,4
happy,0.0714,0.646,0.761,0.0,0.222,-2.557,0.0385,129.916,0.472,4
happy,0.00839,0.852,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,0.324,4
happy,0.0332,0.789,0.711,0.0,0.0876,-4.248,0.041,112.985,0.753,4
happy,0.785,0.498,0.295,0.817,0.103,-9.691,0.0963,77.096,0.473,4
happy,0.00515,0.654,0.787,0.0,0.144,-4.999,0.0502,123.978,0.409,4
happy,0.124,0.499,0.898,7.2e-06,0.0832,-4.181,0.124,120.04,0.618,4
happy,0.0578,0.756,0.815,2e-05,0.387,-5.122,0.046,120.002,0.927,4
happy,0.212,0.573,0.739,0.0,0.175,-5.455,0.0581,120.077,0.363,4
happy,0.151,0.421,0.669,0.0,0.635,-4.724,0.127,175.788,0.326,4
happy,0.0209,0.749,0.674,0.0,0.169,-5.128,0.0366,123.055,0.711,4
happy,0.0133,0.708,0.758,1.04e-05,0.418,-4.453,0.0367,101.017,0.272,4
happy,0.141,0.66,0.667,5.26e-05,0.107,-6.87,0.0474,114.901,0.452,4
happy,0.326,0.682,0.72,0.0,0.148,-8.173,0.0381,117.003,0.673,4
happy,0.0599,0.476,0.594,0.0,0.0785,-6.879,0.135,159.702,0.314,4
happy,0.168,0.734,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,0.905,4
happy,0.412,0.799,0.419,0.0,0.203,-7.99,0.174,156.055,0.716,4
happy,0.0636,0.659,0.801,0.0,0.341,-4.234,0.0435,105.991,0.334,4
happy,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,0.646,4
happy,0.264,0.503,0.754,5.85e-05,0.297,-3.634,0.0424,116.524,0.597,4
happy,0.0531,0.7,0.904,8.03e-06,0.105,-4.03,0.0431,103.039,0.347,4
happy,0.369,0.779,0.705,7.91e-06,0.124,-3.895,0.0344,101.022,0.946,4
happy,0.0493,0.668,0.563,0.0,0.119,-6.433,0.0522,103.116,0.305,4
happy,0.44,0.485,0.461,0.0,0.232,-5.646,0.0444,87.009,0.324,4
happy,0.0515,0.653,0.623,0.0,0.0869,-5.989,0.0938,175.884,0.48,4
happy,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,0.39,4
happy,0.00775,0.638,0.688,0.0,0.126,-4.056,0.0407,129.856,0.434,4
happy,0.247,0.697,0.535,0.0,0.569,-6.504,0.068,82.959,0.594,4
happy,0.262,0.696,0.686,0.0,0.174,-6.113,0.0309,115.982,0.7,4
happy,0.0179,0.73,0.558,0.0,0.128,-6.535,0.0786,100.066,0.618,4
happy,0.00178,0.721,0.763,0.000238,0.0945,-4.748,0.0382,117.981,0.436,4
happy,0.00912,0.688,0.742,1.37e-06,0.186,-6.363,0.0496,110.026,0.74,4
happy,0.243,0.795,0.48,0.0,0.271,-8.556,0.0688,149.919,0.723,4
happy,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,4
happy,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,4
happy,0.0744,0.54,0.793,0.0,0.354,-4.379,0.0493,112.219,0.399,4
happy,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,116.001,0.436,4
happy,0.148,0.611,0.651,1.84e-05,0.105,-6.973,0.0587,122.983,0.357,4
happy,0.068,0.929,0.67,0.0,0.318,-3.977,0.0488,120.935,0.938,4
happy,0.0119,0.548,0.721,0.0,0.216,-4.466,0.0472,177.918,0.594,4
happy,0.11,0.585,0.82,0.0,0.134,-4.428,0.0774,169.895,0.396,4
happy,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,92.977,0.548,4
happy,0.216,0.595,0.784,0.0,0.0608,-4.878,0.102,124.111,0.479,4
happy,0.092,0.827,0.73,1.35e-05,0.258,-5.324,0.0934,95.003,0.679,4
happy,0.105,0.738,0.85,0.0,0.23,-3.049,0.0642,98.013,0.865,4
happy,0.164,0.796,0.694,0.0,0.0703,-3.979,0.234,98.005,0.847,4
happy,0.00565,0.648,0.641,3.63e-06,0.109,-5.521,0.0389,184.021,0.505,4
happy,0.268,0.669,0.801,0.0,0.0594,-5.445,0.136,109.919,0.541,4
happy,0.155,0.756,0.54,0.0,0.0551,-5.456,0.125,108.274,0.642,4
happy,0.0948,0.686,0.83,1.33e-06,0.182,-4.437,0.0369,123.032,0.486,4
happy,0.0304,0.58,0.804,0.00359,0.105,-4.618,0.0279,126.005,0.137,4
happy,0.0955,0.751,0.657,0.0,0.0945,-4.642,0.0989,118.029,0.532,4
happy,0.000817,0.611,0.88,1.01e-05,0.0598,-6.571,0.0378,144.996,0.771,4
happy,0.0264,0.722,0.59,0.0,0.0793,-7.512,0.0435,104.931,0.368,4
happy,0.00658,0.563,0.583,0.0,0.102,-7.302,0.031,91.899,0.525,4
happy,0.07,0.718,0.693,0.0,0.132,-5.375,0.0252,88.026,0.691,4
happy,0.267,0.81,0.788,0.000172,0.196,-3.663,0.0447,135.991,0.845,4
happy,0.151,0.721,0.745,1.24e-06,0.372,-3.508,0.0366,90.988,0.699,4
happy,0.145,0.547,0.795,0.0,0.11,-3.721,0.0489,118.118,0.723,4
happy,0.0586,0.578,0.639,0.0,0.0944,-5.749,0.0374,108.045,0.296,4
happy,0.0112,0.624,0.628,0.0191,0.0814,-6.582,0.0408,114.556,0.772,4
happy,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,0.404,4
happy,0.962,0.323,0.119,0.000348,0.106,-17.892,0.05,89.862,0.176,4
happy,0.000414,0.528,0.833,1.23e-06,0.068,-6.19,0.0514,127.998,0.46,4
happy,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,0.464,4
happy,0.194,0.77,0.882,0.0,0.316,-4.792,0.0602,99.991,0.385,4
happy,0.0264,0.73,0.792,0.0,0.101,-5.33,0.13,99.039,0.745,4
happy,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,0.322,4
happy,0.058,0.399,0.492,0.00101,0.11,-10.777,0.0538,91.066,0.159,4
happy,0.298,0.668,0.892,0.0,0.735,-3.001,0.0645,95.927,0.478,4
happy,0.131,0.862,0.753,2.01e-06,0.077,-5.356,0.0625,105.039,0.827,4
happy,0.00302,0.615,0.701,0.0,0.0471,-4.257,0.0472,98.073,0.251,4
happy,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,125.944,0.571,4
happy,0.102,0.467,0.795,0.0,0.264,-3.6,0.0687,163.837,0.472,4
happy,0.00711,0.507,0.828,2.44e-05,0.261,-6.023,0.0449,178.032,0.489,4
happy,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,102.46,0.553,4
happy,0.275,0.75,0.664,0.0,0.0632,-5.908,0.154,105.023,0.617,4
happy,0.139,0.726,0.781,0.0,0.274,-4.276,0.0525,104.976,0.579,4
happy,0.156,0.793,0.714,0.0,0.136,-7.562,0.193,100.036,0.794,4
happy,0.212,0.447,0.553,0.0,0.165,-4.817,0.0322,149.877,0.252,4
happy,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.842,4
happy,0.011,0.555,0.879,0.0,0.298,-2.484,0.0983,113.852,0.691,4
happy,0.128,0.743,0.529,0.0,0.181,-6.187,0.0505,102.048,0.438,4
happy,0.057,0.695,0.656,0.0,0.267,-6.038,0.0489,90.986,0.346,4
happy,0.197,0.524,0.806,0.0,0.101,-3.447,0.406,115.172,0.45,4
happy,0.019,0.681,0.773,1.28e-06,0.11,-5.749,0.148,119.961,0.429,4
happy,0.0263,0.766,0.548,1.81e-06,0.21,-7.834,0.0373,122.012,0.552,4
energetic,0.021,0.624,0.864,0.000407,0.233,-5.341,0.0564,122.03,0.4,4
energetic,0.222,0.772,0.582,8.78e-05,0.108,-5.14,0.0615,117.856,0.319,4
energetic,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,172.104,0.553,4
energetic,0.184,0.741,0.773,0.0,0.135,-6.692,0.0804,125.007,0.383,4
energetic,0.0856,0.601,0.682,0.00384,0.132,-5.905,0.0338,94.999,0.17,4
energetic,0.0494,0.693,0.693,0.0,0.744,-10.764,0.0851,136.884,0.685,4
energetic,0.185,0.698,0.476,0.238,0.0542,-7.459,0.0417,124.986,0.181,4
energetic,0.024,0.574,0.731,0.0,0.0779,-4.582,0.0664,127.925,0.402,4
energetic,0.2,0.724,0.618,1.07e-05,0.0806,-4.36,0.0483,128.085,0.916,4
energetic,0.00499,0.634,0.724,0.000193,0.0732,-5.842,0.0546,148.024,0.309,4
energetic,0.0178,0.525,0.699,8.8e-05,0.0888,-4.571,0.0353,92.011,0.199,4
energetic,0.00431,0.659,0.925,0.0,0.205,-4.567,0.0559,117.015,0.64,4
energetic,0.00045,0.474,0.845,0.0,0.613,-4.931,0.156,99.975,0.634,4
energetic,0.0135,0.474,0.708,0.0,0.336,-5.098,0.0325,86.953,0.305,4
energetic,0.00425,0.589,0.837,0.114,0.175,-4.803,0.028,127.977,0.429,4
energetic,0.064,0.652,0.744,2.87e-05,0.342,-4.098,0.0378,123.006,0.487,4
energetic,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,0.636,4
energetic,0.162,0.69,0.753,0.0,0.0718,-3.83,0.0555,148.024,0.931,4
energetic,0.00849,0.83,0.507,0.00139,0.0955,-9.295,0.0369,119.999,0.444,4
energetic,0.000527,0.615,0.887,0.0,0.0667,-2.924,0.0453,119.0,0.877,4
energetic,0.000457,0.624,0.878,0.0,0.0656,-2.934,0.0514,119.106,0.878,4
energetic,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56,4
energetic,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499,4
energetic,0.127,0.579,0.886,0.000715,0.334,-4.964,0.499,159.95,0.32,4
energetic,0.00413,0.663,0.822,0.00318,0.234,-2.909,0.0557,128.002,0.567,4
energetic,0.0202,0.488,0.715,0.0,0.1,-4.587,0.06,95.996,0.361,4
energetic,0.65,0.841,0.571,0.00033,0.0895,-8.066,0.102,125.032,0.772,4
energetic,0.00532,0.716,0.729,0.000597,0.313,-5.726,0.0375,124.003,0.498,4
energetic,0.0798,0.58,0.885,0.00329,0.249,-3.369,0.0698,127.907,0.319,4
energetic,0.00439,0.643,0.575,0.0,0.117,-7.247,0.0543,102.94,0.29,4
energetic,0.0654,0.582,0.872,0.000182,0.0436,-0.936,0.0462,106.038,0.196,4
energetic,0.187,0.444,0.406,5.18e-06,0.0627,-8.687,0.0619,159.88,0.427,5
energetic,0.00158,0.549,0.758,0.102,0.154,-8.675,0.0516,142.032,0.434,4
energetic,0.00197,0.581,0.892,3.64e-06,0.322,-4.545,0.152,111.954,0.464,4
energetic,0.00392,0.55,0.866,0.0,0.349,-2.554,0.0581,164.006,0.365,4
energetic,0.001,0.503,0.734,0.731,0.0931,-5.313,0.0388,140.091,0.0934,4
energetic,0.0821,0.763,0.877,0.000311,0.0643,-5.593,0.0516,124.033,0.835,4
energetic,0.00569,0.468,0.887,1.93e-05,0.0528,-2.936,0.046,86.016,0.222,4
energetic,0.176,0.592,0.604,0.00368,0.178,-7.504,0.0353,114.029,0.213,4
energetic,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,4
energetic,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,4
energetic,0.029,0.505,0.89,8.22e-05,0.11,-3.767,0.0436,133.955,0.31,4
energetic,0.0968,0.685,0.736,0.222,0.0807,-3.578,0.0388,149.963,0.343,4
energetic,0.0502,0.696,0.526,0.00228,0.099,-5.895,0.0392,113.008,0.311,4
energetic,0.46,0.639,0.931,0.0,0.0942,-1.73,0.0708,126.084,0.471,4
energetic,0.00226,0.535,0.961,0.000208,0.39,-3.068,0.102,159.883,0.283,4
energetic,0.0137,0.763,0.825,0.000387,0.385,-4.104,0.0366,125.005,0.364,4
energetic,0.0378,0.713,0.771,8.03e-05,0.221,-4.562,0.201,114.93,0.42,4
energetic,0.0061,0.618,0.804,0.253,0.309,-6.793,0.0294,150.022,0.17,4
energetic,0.00308,0.545,0.65,7.98e-06,0.122,-5.853,0.0315,143.937,0.121,4
energetic,0.0121,0.603,0.977,0.0068,0.123,-2.461,0.109,150.019,0.175,4
energetic,0.00873,0.645,0.742,0.000957,0.0833,-4.928,0.11,150.087,0.263,4
energetic,0.0498,0.55,0.689,0.0,0.207,-7.76,0.094,99.904,0.408,4
energetic,0.101,0.488,0.725,2.66e-05,0.118,-6.133,0.141,83.341,0.51,4
energetic,0.00411,0.635,0.945,2.41e-05,0.314,-2.298,0.036,125.024,0.686,4
energetic,0.00487,0.464,0.785,1.05e-05,0.29,-4.034,0.244,78.185,0.245,4
energetic,0.0447,0.693,0.905,0.000224,0.354,-5.608,0.0383,104.989,0.399,4
energetic,0.00623,0.712,0.835,1.68e-06,0.843,-4.676,0.0487,153.956,0.741,4
energetic,0.00978,0.682,0.935,0.0106,0.122,-1.503,0.0336,125.995,0.412,4
energetic,0.00822,0.64,0.761,0.00377,0.0464,-6.07,0.0344,112.024,0.319,4
energetic,0.238,0.71,0.732,0.0,0.146,-5.266,0.0381,125.032,0.128,4
energetic,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,0.465,4
energetic,0.162,0.549,0.832,0.0,0.117,-3.424,0.0964,168.025,0.19,4
energetic,0.148,0.673,0.894,3.4e-06,0.141,-2.73,0.0594,118.894,0.63,4
energetic,0.0271,0.656,0.939,0.0179,0.321,-1.277,0.0479,108.086,0.528,4
energetic,0.156,0.42,0.755,0.0,0.117,-5.462,0.115,92.2,0.546,4
energetic,0.197,0.456,0.777,0.0,0.112,-5.97,0.055,102.968,0.285,4
energetic,0.012,0.706,0.897,1.01e-06,0.343,-2.539,0.0349,125.002,0.626,4
energetic,0.0193,0.456,0.701,3.82e-05,0.0497,-5.104,0.102,154.139,0.381,4
energetic,0.00768,0.573,0.874,3.12e-05,0.232,-3.283,0.0301,123.922,0.776,4
energetic,0.00801,0.419,0.521,2.79e-05,0.109,-12.038,0.147,142.341,0.265,4
energetic,0.0997,0.696,0.954,0.0176,0.0969,-4.357,0.0397,122.009,0.782,4
energetic,0.0135,0.555,0.871,0.0,0.0859,-3.316,0.108,145.151,0.598,4
energetic,0.0257,0.754,0.866,0.0108,0.124,-5.37,0.0641,125.981,0.488,4
energetic,0.0611,0.732,0.564,0.000251,0.106,-8.49,0.0372,120.008,0.358,4
energetic,0.0324,0.739,0.734,0.0113,0.101,-6.092,0.0476,123.996,0.709,4
energetic,0.0837,0.647,0.879,1.98e-06,0.538,-0.93,0.0831,126.042,0.427,4
energetic,0.0292,0.685,0.731,0.0,0.369,-5.503,0.414,145.245,0.266,4
energetic,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,0.811,4
energetic,0.000609,0.613,0.771,0.00013,0.416,-6.963,0.0292,92.029,0.605,4
energetic,0.021,0.635,0.875,7.94e-06,0.139,-6.221,0.0512,126.034,0.545,4
energetic,0.0331,0.567,0.834,3.59e-06,0.0652,-4.319,0.0581,101.016,0.34,4
